comment_likes,short_code,productName,productUrl,comment_body,title,comment_year,comment_month,category,source,final_preprocessed_text,vader_scores_model1,sentiment_label_vader_model1,comment_text_cleaned,vader_sentiment_scores_model2,vader_compound_score_model2,vader_neg_score_model2,vader_neu_score_model2,vader_pos_score_model2,vader_sentiment_class_model2
0,100670802,LG 4.5 cu. ft. Ultra Large Capacity Wi-Fi Enabled Front Load Washer with TurboWash 360° and Built-In Intelligence,https://www.costco.com/lg-45-cu-ft-front-load-washer-with-turbowash-360-and-74-cu-ft-gas-dryer-with-turbosteam-and-built-in-intelligence-with-storage-pedestals.product.4000260429.html,"i bought this washerdryer combo in 2023 la 4.5 cu . ft. front load washer w turbowash 360 & 7.4 cu . ft. electric dryer with turbosteam and building intelligence no pedestals . one year in , the units are working very well ! the front loading is nice and the steam option on the dryer is a bit weird sprays water into the dryer . price now is about $ 500 cheaper than what i paid for them . some considerations for this front loader washing machine does not have the same noise as a top loader . there is no familiar swishswish of the clothes . it sounds more like an airplane engine taking off at times . spin cycle is really high rims . requires way less laundry soap and uses much less water bonus does not soak clothes , so caked on material like dirt may not come off unless precooked this size can not handle large rugscomforters no big deal for me first time use requires a few cycles without clothes to remove chemicals ? and smell from the new machine . door gasket sinks when first new . no idea why this is , but after a couple of cycles out clothes , it diminished and eventually went away . this particular combo is slim in width think , so it fits nicely in a narrow laundry room with room to spare on each side , between and the back . hoses that come with combo are not the braided steel , but black rubber type that may be prone to bursting . buy a good quality set of braided hoses before delivery and have the installers use those . on that same note , the dryer vent hose is not flexible , so if the space in your house requires a flexible dryer hose , purchase one of those before delivery . i did both and glad i did . the hose that came with the dryer would not have worked in the cramped space . washer and dryer both have a bazillion combinations of settings , which is really not necessary . i use the speed washday settings for most loads and this is adequate . give used some of the other settings only 12x in the past year . the dryer has about 6 different heat levels . the high heat is too high and likely will melt clothescatch on fire . i only use the medium setting or lower and that gets the clothes dry . once nice feature is being about to manually set the amount of time you want and addsubtract time . washer has a similar feature depending on the cycle , temp of water , and if an extra rinse is selected . requires some maintenance that a top loader may not . when i am done using the washer , i wipe down the inside of the rubber door gasket , the door , and the inside every time . i leave the door open over night to dry . give had no mold or smell issues . every month i run the cleaning cycle with gilman washing machine cleaner . every 3 months i drain the pump and clean the pump filter . once a year ill remove the water line filter and check for rocksdebris . costco delivery was excellent and the installers were quick , professional , and amazing . they had the units in the door and in the space in a blink of an eye . no idea how they managed to get them thru the small door opening and into the space connected , but they did ! very happy with the purchase and hoping these last many , many years . thanks costco ! !",Great Washer/Dryer Combo - One Year In,2024,7,Product,Costco,buy washerdryer combo cu load washer turbosteam build intelligence pedestal year unit work loading nice steam option dryer bit weird spray water dryer price cheap pay consideration loader washing machine noise loader familiar swishswish clothe sound airplane engine take time spin cycle high rim require laundry soap use water bonus soak clothe cake material dirt come precook size handle large rugscomforter big deal time use require cycle clothe remove chemical smell new machine door gasket sink new idea couple cycle clothe diminish go particular combo slim width think fit narrow laundry room room spare hose come combo braided steel black rubber type prone burst buy good quality set braid hose delivery installer use note flexible space house require flexible dryer hose purchase delivery glad hose come dryer work cramp space washer dryer bazillion combination setting necessary use speed washday setting load adequate setting past year dryer different heat level high heat high likely melt clothescatch fire use medium setting low get clothe dry nice feature set time want addsubtract time washer similar feature depend cycle temp water extra rinse select require maintenance loader washer wipe inside rubber door gasket door inside time leave door open night dry mold smell issue month run cleaning cycle gilman washing machine clean month drain pump clean pump filter year ill remove water line filter check delivery excellent installer quick professional amazing unit door space blink eye idea manage small door opening space connect happy purchase hope year thank,"{'neg': 0.056, 'neu': 0.769, 'pos': 0.175, 'compound': 0.987}",positive,"i bought this washerdryer combo in 2023 la 4.5 cu . ft. front load washer w turbowash 360 & 7.4 cu . ft. electric dryer with turbosteam and building intelligence no pedestals . one year in , the units are working very well ! the front loading is nice and the steam option on the dryer is a bit weird sprays water into the dryer . price now is about $ 500 cheaper than what i paid for them . some considerations for this front loader washing machine does not have the same noise as a top loader . there is no familiar swishswish of the clothes . it sounds more like an airplane engine taking off at times . spin cycle is really high rims . requires way less laundry soap and uses much less water bonus does not soak clothes , so caked on material like dirt may not come off unless precooked this size can not handle large rugscomforters no big deal for me first time use requires a few cycles without clothes to remove chemicals ? and smell from the new machine . door gasket sinks when first new . no idea why this is , but after a couple of cycles out clothes , it diminished and eventually went away . this particular combo is slim in width think , so it fits nicely in a narrow laundry room with room to spare on each side , between and the back . hoses that come with combo are not the braided steel , but black rubber type that may be prone to bursting . buy a good quality set of braided hoses before delivery and have the installers use those . on that same note , the dryer vent hose is not flexible , so if the space in your house requires a flexible dryer hose , purchase one of those before delivery . i did both and glad i did . the hose that came with the dryer would not have worked in the cramped space . washer and dryer both have a bazillion combinations of settings , which is really not necessary . i use the speed washday settings for most loads and this is adequate . give used some of the other settings only 12x in the past year . the dryer has about 6 different heat levels . the high heat is too high and likely will melt clothescatch on fire . i only use the medium setting or lower and that gets the clothes dry . once nice feature is being about to manually set the amount of time you want and addsubtract time . washer has a similar feature depending on the cycle , temp of water , and if an extra rinse is selected . requires some maintenance that a top loader may not . when i am done using the washer , i wipe down the inside of the rubber door gasket , the door , and the inside every time . i leave the door open over night to dry . give had no mold or smell issues . every month i run the cleaning cycle with gilman washing machine cleaner . every 3 months i drain the pump and clean the pump filter . once a year ill remove the water line filter and check for rocksdebris . costco delivery was excellent and the installers were quick , professional , and amazing . they had the units in the door and in the space in a blink of an eye . no idea how they managed to get them thru the small door opening and into the space connected , but they did ! very happy with the purchase and hoping these last many , many years . thanks costco ! !","{'neg': 0.04, 'neu': 0.865, 'pos': 0.095, 'compound': 0.9913}",0.9913,0.04,0.865,0.095,Positive
1,100670802,LG 4.5 cu. ft. Ultra Large Capacity Wi-Fi Enabled Front Load Washer with TurboWash 360° and Built-In Intelligence,https://www.costco.com/lg-45-cu-ft-front-load-washer-with-turbowash-360-and-74-cu-ft-gas-dryer-with-turbosteam-and-built-in-intelligence-with-storage-pedestals.product.4000260427.html,"this is a wonderful washer , large capacity , many options , stylish , quiet .",Wonderful washer,2023,11,Product,Costco,wonderful washer large capacity option stylish quiet,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",positive,"this is a wonderful washer , large capacity , many options , stylish , quiet .","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5719}",0.5719,0.0,0.802,0.198,Positive
1,100670802,LG 4.5 cu. ft. Ultra Large Capacity Wi-Fi Enabled Front Load Washer with TurboWash 360° and Built-In Intelligence,https://www.costco.com/lg-45-cu-ft-front-load-washer-with-turbowash-360-and-74-cu-ft-gas-dryer-with-turbosteam-and-built-in-intelligence-with-storage-pedestals.product.4000260429.html,"my biggest complaint about the washer is the control panel that is not illuminated . i have to get down on one knee , with a flashlight to read the options for a cycle . a big negative for me .",Control Panel Not Illuminated,2025,1,Product,Costco,big complaint washer control panel illuminate knee flashlight read option cycle big negative,"{'neg': 0.349, 'neu': 0.651, 'pos': 0.0, 'compound': -0.7096}",negative,"my biggest complaint about the washer is the control panel that is not illuminated . i have to get down on one knee , with a flashlight to read the options for a cycle . a big negative for me .","{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.7096}",-0.7096,0.131,0.869,0.0,Negative
0,100812320,"LG 5.0 cu. ft. Top Load Washer with Impeller, TurboDrum, SlamProof Glass Lid and Water Plus",https://www.costco.com/lg-50-cu-ft-top-load-washer-with-impeller-and-73-cu-ft-gas-dryer-with-sensor-dry.product.4000252476.html,"only had 1 month so far , so good . for me , the key besides it functioning well is whether it can remain free of buildup soap scum after a couple of years of diligent monthly tub cleanings . my last la washing machine was a problem that required being pulled apart everysooften , which was a bear .","So far, so good",2025,1,Product,Costco,month good key function remain free buildup soap couple year diligent monthly tub cleaning la washing machine problem require pull everysooften bear,"{'neg': 0.097, 'neu': 0.681, 'pos': 0.222, 'compound': 0.5423}",positive,"only had 1 month so far , so good . for me , the key besides it functioning well is whether it can remain free of buildup soap scum after a couple of years of diligent monthly tub cleanings . my last la washing machine was a problem that required being pulled apart everysooften , which was a bear .","{'neg': 0.04, 'neu': 0.825, 'pos': 0.135, 'compound': 0.7537}",0.7537,0.04,0.825,0.135,Positive
16,4000262449,"LG 55"" Class - UT8000 Series - 4K UHD LED LCD TV",https://www.costco.com/lg-70-class---ut8000-series---4k-uhd-led-lcd-tv.product.4000270647.html,"this is our first la to we have bought . we only use streaming services to watch movies and sports . this to spends more time processing than playing the movie or program we are trying to watch . it is unwatchable ! we have had the to now for a month and we are going to return it . the operating system is terrible and jumpy , picture quality is just ok when we get to actually watch something . if you think its my internet connection , it is not . the router is in the same room . this will probably be the last la to we ever buy .",Terrible TV.,2025,1,Product,Costco,la buy use streaming service watch movie sport spend time processing play movie program try watch unwatchable month go return operating system terrible jumpy picture quality ok watch think internet connection router room la buy,"{'neg': 0.125, 'neu': 0.762, 'pos': 0.113, 'compound': -0.128}",negative,"this is our first la to we have bought . we only use streaming services to watch movies and sports . this to spends more time processing than playing the movie or program we are trying to watch . it is unwatchable ! we have had the to now for a month and we are going to return it . the operating system is terrible and jumpy , picture quality is just ok when we get to actually watch something . if you think its my internet connection , it is not . the router is in the same room . this will probably be the last la to we ever buy .","{'neg': 0.046, 'neu': 0.921, 'pos': 0.034, 'compound': -0.3382}",-0.3382,0.046,0.921,0.034,Negative
0,100986754,LG 6.0 cu. ft. Single Door Refrigerator with Inverter Compressor and Pocket Handle in Platinum Silver,https://www.costco.com/lg-60-cu-ft-single-door-refrigerator-with-inverter-compressor-and-pocket-handle-in-platinum-silver.product.100986754.html,using this little fridge as a beverage cooler . working out well so far . its a keeps the beer colder than my old under the counter beverage cooler .,,2023,7,Product,Costco,little fridge beverage cooler work keep beer cold old counter beverage cooler,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,using this little fridge as a beverage cooler . working out well so far . its a keeps the beer colder than my old under the counter beverage cooler .,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2732}",0.2732,0.0,0.932,0.068,Positive
0,4000270676,"LG 65"" Class - OLED evo G4 Series - 4K UHD OLED TV - Allstate 3-Year Protection Plan Bundle Included For 5 Years of Total Coverage*",https://www.costco.com/lg-77-class---oled-evo-g4-series---4k-uhd-oled-tv---allstate-3-year-protection-plan-bundle-included-for-5-years-of-total-coverage.product.4000270650.html,i not the to person in our family but the picture is truly spectacular . the technology is different . we display our travel photos on the screen and its better than prints . sports look so good .,Truly spectacular,2024,11,Product,Costco,person family picture spectacular technology different display travel photo screen well print sport look good,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6124}",positive,i not the to person in our family but the picture is truly spectacular . the technology is different . we display our travel photos on the screen and its better than prints . sports look so good .,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.9302}",0.9302,0.0,0.738,0.262,Positive
0,4000262662,"LG 65"" Class - UT8000 Series - 4K UHD LED LCD TV",https://www.costco.com/lg-75-class---ut8000-series---4k-uhd-led-lcd-tv.product.4000266347.html,"i use it for watching shows on common streaming services as well as videos on some websites . for websites i have to use browser . i don't know where webs got that browser from , but it is bad . and there seem to be no option to install anything decent like chrome .",Great TV with bad browser,2025,1,Product,Costco,use watch show common streaming service video website website use browser know webs get browser bad option install decent chrome,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.5423}",negative,"i use it for watching shows on common streaming services as well as videos on some websites . for websites i have to use browser . i don't know where webs got that browser from , but it is bad . and there seem to be no option to install anything decent like chrome .","{'neg': 0.119, 'neu': 0.805, 'pos': 0.076, 'compound': -0.5789}",-0.5789,0.119,0.805,0.076,Negative
0,4000262662,"LG 65"" Class - UT8000 Series - 4K UHD LED LCD TV",https://www.costco.com/lg-55-class---ut8000-series---4k-uhd-led-lcd-tv.product.4000262449.html,professional,Delivery with care,2024,12,Product,Costco,professional,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,professional,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
8,4000103288,LG 7.4 cu. ft. Capacity Energy Star Smart ELECTRIC Dryer with AI Sensor Dry and Turbosteam,https://www.costco.com/lg-74-cu-ft-capacity-energy-star-smart-electric-dryer-with-ai-sensor-dry-and-turbosteam.product.4000103288.html,"love the dryer part , but the installers refused to connect the water for the steam because our home is old and they didn't think didn't even try to turn the water handles to connect anything . very disappointing and now i will have to hire someone and pay more money to get it connected which was supposed to be included with the purchase . nope not happy and the delivery person that was sent the second time was extremely rude !",Unhappy shopper,2024,8,Product,Costco,love dryer installer refuse connect water steam home old think try turn water handle connect disappointing hire pay money connect suppose include purchase happy delivery person send second time rude,"{'neg': 0.235, 'neu': 0.576, 'pos': 0.189, 'compound': 0.0258}",neutral,"love the dryer part , but the installers refused to connect the water for the steam because our home is old and they didn't think didn't even try to turn the water handles to connect anything . very disappointing and now i will have to hire someone and pay more money to get it connected which was supposed to be included with the purchase . nope not happy and the delivery person that was sent the second time was extremely rude !","{'neg': 0.145, 'neu': 0.794, 'pos': 0.061, 'compound': -0.8423}",-0.8423,0.145,0.794,0.061,Negative
11,100670695,LG 7.4 cu. ft. Ultra Large Capacity Smart Wi-Fi Enabled Front Load ELECTRIC Dryer with TurboSteam and Built-In Intelligence,https://www.costco.com/lg-45-cu-ft-front-load-washer-with-turbowash-360-and-74-cu-ft-electric-dryer-with-turbosteam-and-built-in-intelligence-with-stacking-kit.product.4000260461.html,i have to turn the dryer on at least two times on high for 4050 min x2 for it to dry of one medium load of laundry .,Does not dry as quickly as my previous dryer,2025,1,Product,Costco,turn dryer time high dry medium load laundry,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,i have to turn the dryer on at least two times on high for 4050 min x2 for it to dry of one medium load of laundry .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
0,100670694,LG 7.4 cu. ft. Ultra Large Capacity Smart Wi-Fi Enabled Front Load GAS Dryer with TurboSteam and Built-In Intelligence,https://www.costco.com/lg-45-cu-ft-front-load-washer-with-turbowash-360-and-74-cu-ft-gas-dryer-with-turbosteam-and-built-in-intelligence-with-stacking-kit.product.4000260431.html,no issues with washerdryer . waylay too much hassle with the delivery process .,Extremely Poor Delivery Process,2024,9,Product,Costco,issue washerdryer waylay hassle delivery process,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,no issues with washerdryer . waylay too much hassle with the delivery process .,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,0.145,0.855,0.0,Negative
1,4000270647,"LG 70"" Class - UT8000 Series - 4K UHD LED LCD TV",https://www.costco.com/lg-70-class---ut8000-series---4k-uhd-led-lcd-tv.product.4000270647.html,i love our new la 70 to the price and quality were everything we were looking for . the only downfall is the remote control doesn't have any lights so its a little difficult finding buttons when you don't have a light on . definitely would recommend .,Great Picture and great price,2024,9,Product,Costco,love new price quality look downfall remote control light difficult finding button light recommend,"{'neg': 0.124, 'neu': 0.545, 'pos': 0.332, 'compound': 0.6369}",positive,i love our new la 70 to the price and quality were everything we were looking for . the only downfall is the remote control doesn't have any lights so its a little difficult finding buttons when you don't have a light on . definitely would recommend .,"{'neg': 0.04, 'neu': 0.791, 'pos': 0.169, 'compound': 0.8016}",0.8016,0.04,0.791,0.169,Positive
0,4000268900,"LG 77"" Class - OLED C4 Series - 4K UHD OLED TV - Allstate 3-Year Protection Plan Bundle Included For 5 Years of Total Coverage*",https://www.costco.com/lg-55-class---oled-c4-series---4k-uhd-oled-tv---allstate-3-year-protection-plan-bundle-included-for-5-years-of-total-coverage.product.4000263155.html,"i have used la flat panel displays professional for many years . when it came to which to to buy personal , the was no question . la .",Beautiful Image.,2025,1,Product,Costco,flat panel display professional year come buy personal question,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,"i have used la flat panel displays professional for many years . when it came to which to to buy personal , the was no question . la .","{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.296}",-0.296,0.073,0.927,0.0,Negative
0,100720561,LG Front Control Dishwasher with EasyRack and LoDecibel,https://www.costco.com/lg-front-control-dishwasher-with-easyrack-and-lodecibel.product.100720561.html,"i love my new dishwasher ! not only is it quiet , everything is always dry and spotless !",Love it!,2024,4,Product,Costco,love new dishwasher quiet dry spotless,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",positive,"i love my new dishwasher ! not only is it quiet , everything is always dry and spotless !","{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.6988}",0.6988,0.0,0.79,0.21,Positive
2,4000192152,LG Front Control Dishwasher with NeveRust Stainless Steel Tub and Dynamic Dry,https://www.costco.com/lg-front-control-dishwasher-with-neverust-stainless-steel-tub-and-dynamic-dry.product.4000192152.html,very loud . doesn't dry the dishes completely .,LG dishwasher,2024,10,Product,Costco,loud dry dish,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,very loud . doesn't dry the dishes completely .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
0,100676785,Marina Del Rey Bed,https://www.costco.com/marina-del-rey-dresser.product.4000293352.html,solid sturdy frame . very attractive . exactly what i was hoping for .,Great purchase!,2023,12,Product,Costco,solid sturdy frame attractive hope,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.7506}",positive,solid sturdy frame . very attractive . exactly what i was hoping for .,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7645}",0.7645,0.0,0.592,0.408,Positive
3,100676785,Marina Del Rey Bed,https://www.costco.com/marina-del-rey-dresser.product.4000293352.html,"the bed is heavy and definitely needs at least two people to assemble . instructions were confusing and unclear . it definitely seems to sway more head to toe rather than left to right , but that could be due to the sheer width of a king size bed .",Heavy but instructions were unclear,2023,5,Product,Costco,bed heavy need people assemble instruction confusing unclear sway head toe leave right sheer width king size bed,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.4767}",negative,"the bed is heavy and definitely needs at least two people to assemble . instructions were confusing and unclear . it definitely seems to sway more head to toe rather than left to right , but that could be due to the sheer width of a king size bed .","{'neg': 0.056, 'neu': 0.874, 'pos': 0.07, 'compound': 0.1901}",0.1901,0.056,0.874,0.07,Positive
3,4000218454,Marina Del Rey Dresser,https://www.costco.com/marina-del-rey-dresser.product.4000293352.html,"we bought the entire 5 piece marina del red queen bedroom set bed , two side tables , chest , and dressers . i am so sad to say that quality control on these items is poor at best . despite the beautiful aesthetics and overall good reviews that drew us in , our first dresser arrived damaged with a large holedefect through the bottom drawer . while costco exchange returnpickup and replace was easy and professional , the replacement dresser has now arrived damaged as well with two drawers being offtrackdifficult to enclose and with broken pieces . we have now set aside our schedules work and personal to be home twice for delivery and setup . note , i can not say enough good things about the delivery and setup crew they were phenomenal and understanding . i am , however , having difficulty overlooking all the minor flaws in each piece variations in finish , scratches , wood chips missingfalling off drawers and now two defunct dressers . we are so sad that this has been our experience , as we were very excited to save and purchase our first bedroom suite . two stars for nice aesthetic , but otherwise not worth the very high price for such poor quality .",Poor quality control,2024,5,Product,Costco,buy entire piece bedroom set bed table chest dresser sad quality control item poor beautiful aesthetic overall good review draw dresser arrive damage large holedefect drawer exchange returnpickup replace easy professional replacement dresser arrive damage drawer offtrackdifficult enclose broken piece set schedule work personal delivery setup good thing delivery setup crew phenomenal understanding have difficulty overlook minor flaw piece variation finish scratch wood chip missingfalle drawer defunct dresser sad experience excited save purchase bedroom suite star nice aesthetic worth high price poor quality,"{'neg': 0.213, 'neu': 0.587, 'pos': 0.201, 'compound': -0.34}",negative,"we bought the entire 5 piece marina del red queen bedroom set bed , two side tables , chest , and dressers . i am so sad to say that quality control on these items is poor at best . despite the beautiful aesthetics and overall good reviews that drew us in , our first dresser arrived damaged with a large holedefect through the bottom drawer . while costco exchange returnpickup and replace was easy and professional , the replacement dresser has now arrived damaged as well with two drawers being offtrackdifficult to enclose and with broken pieces . we have now set aside our schedules work and personal to be home twice for delivery and setup . note , i can not say enough good things about the delivery and setup crew they were phenomenal and understanding . i am , however , having difficulty overlooking all the minor flaws in each piece variations in finish , scratches , wood chips missingfalling off drawers and now two defunct dressers . we are so sad that this has been our experience , as we were very excited to save and purchase our first bedroom suite . two stars for nice aesthetic , but otherwise not worth the very high price for such poor quality .","{'neg': 0.104, 'neu': 0.836, 'pos': 0.06, 'compound': -0.8621}",-0.8621,0.104,0.836,0.06,Negative
4,100676820,Marina Del Rey Nightstand with Power,https://www.costco.com/marina-del-rey-dresser.product.4000293352.html,love the design was flawed but had a damaged matching dresser before that was a nightmare to get replaced and the old one picked up . if it want flawed would give higher rating because it generally seems of good construction the stain on top was off . disappointing but i had limited md bandwidth to deal with return so accepted the condition it was in .,Flawed stain on surface……,2023,8,Product,Costco,love design flawed damage matching dresser nightmare replace old pick want flawed high rating good construction stain disappointing limit bandwidth deal return accept condition,"{'neg': 0.318, 'neu': 0.404, 'pos': 0.278, 'compound': -0.3818}",negative,love the design was flawed but had a damaged matching dresser before that was a nightmare to get replaced and the old one picked up . if it want flawed would give higher rating because it generally seems of good construction the stain on top was off . disappointing but i had limited md bandwidth to deal with return so accepted the condition it was in .,"{'neg': 0.191, 'neu': 0.652, 'pos': 0.157, 'compound': -0.6109}",-0.6109,0.191,0.652,0.157,Negative
6,100676819,Marina Del Rey Queen Bed,https://www.costco.com/marina-del-rey-dresser.product.4000293352.html,bed frame was manufactured incorrectly so could not be set up . we returned it .,returned it,2024,12,Product,Costco,bed frame manufacture set return,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,bed frame was manufactured incorrectly so could not be set up . we returned it .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
4,4000137441,Maytag 18 cu. ft. Frost Free Upright Freezer with FastFreeze Option,https://www.costco.com/maytag-18-cu-ft-frost-free-upright-freezer-with-fastfreeze-option.product.4000137441.html,"freezer is noisy , making a low buzzing sound . not good for kitchen space . keep it in the garage or basement away from people as the noise is irritating .",Maytag is a Whirlpool brand - Bad,2024,7,Product,Costco,noisy make low buzzing sound good kitchen space garage basement people noise irritate,"{'neg': 0.357, 'neu': 0.486, 'pos': 0.157, 'compound': -0.4019}",negative,"freezer is noisy , making a low buzzing sound . not good for kitchen space . keep it in the garage or basement away from people as the noise is irritating .","{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.8023}",-0.8023,0.247,0.753,0.0,Negative
0,100482904,Maytag 4.5 cu. ft. Front Load Washer with 12 Hour Fresh Spin Option,https://www.costco.com/maytag-45-cu-ft-front-load-washer-and-73-cu-ft-gas-dryer-with-storage-pedestals.product.4000326604.html,i like this machine . i wish there was a separate rinse cycle,Clothes are clean.,2024,7,Product,Costco,like machine wish separate rinse cycle,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.6369}",positive,i like this machine . i wish there was a separate rinse cycle,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.6369}",0.6369,0.0,0.679,0.321,Positive
1,100482904,Maytag 4.5 cu. ft. Front Load Washer with 12 Hour Fresh Spin Option,https://www.costco.com/maytag-45-cu-ft-washer-and-73-cu-ft-electric-dryer-with-advanced-moisture-sensing.product.4000225685.html,"after 25 years , my maytag washer & dryer needed to be replaced . i didn't even look at another brand because i so loved my maytag . this new one , not so much it senses for a while and then a normal load takes f.o.r.e.v.e.r ! only quick wash takes less than an hour . what technology is missing ? well , it does tell you when its washing the whole time , by the way . what it does not tell you is when it is rinsing and spinning . i thinking of doing laundry down by the creek , but i don't live near a creek .","Too much technology and, yet, not enough!?!?",2024,10,Product,Costco,year maytag washer need replace look brand love maytag new sense normal load take quick wash take hour technology miss tell washing time way tell rinse spinning think laundry creek live creek,"{'neg': 0.045, 'neu': 0.838, 'pos': 0.117, 'compound': 0.5574}",positive,"after 25 years , my maytag washer & dryer needed to be replaced . i didn't even look at another brand because i so loved my maytag . this new one , not so much it senses for a while and then a normal load takes f.o.r.e.v.e.r ! only quick wash takes less than an hour . what technology is missing ? well , it does tell you when its washing the whole time , by the way . what it does not tell you is when it is rinsing and spinning . i thinking of doing laundry down by the creek , but i don't live near a creek .","{'neg': 0.014, 'neu': 0.944, 'pos': 0.042, 'compound': 0.5003}",0.5003,0.014,0.944,0.042,Positive
2,100482904,Maytag 4.5 cu. ft. Front Load Washer with 12 Hour Fresh Spin Option,https://www.costco.com/maytag-45-cu-ft-front-load-washer-and-73-cu-ft-gas-dryer-with-storage-pedestals.product.4000326604.html,"this is a goodlooking unit , wellbuilt and has taken us to the next level of clothes washing . especially for a digital front loading machine . you cant go wrong with this one for the price performance and looks",Good value good machine!,2023,3,Product,Costco,goodlooke unit wellbuilt take level clothe wash digital loading machine wrong price performance look,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}",negative,"this is a goodlooking unit , wellbuilt and has taken us to the next level of clothes washing . especially for a digital front loading machine . you cant go wrong with this one for the price performance and looks","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.3724}",0.3724,0.0,0.939,0.061,Positive
1,4000235571,Maytag 4.5 cu. ft. Top Load Washer with Deep Fill Cycle Option,https://www.costco.com/maytag-45-cu-ft-top-load-washer-with-deep-fill-cycle-option.product.4000235571.html,very load and metallic sounding while running . washes fine but has the most basic features only .,Too loud for my open plan house,2024,11,Product,Costco,load metallic sound run wash basic feature,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,very load and metallic sounding while running . washes fine but has the most basic features only .,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.1027}",0.1027,0.0,0.924,0.076,Positive
0,4000175700,Maytag 4.5 cu. ft. Top Load Washer with Extra Power,https://www.costco.com/maytag-45-cu-ft-top-load-washer-with-extra-power-and-70-cu-ft-electric-dryer.product.4000225683.html,"water filling valves are very loud . no soap dispenser . other than those two issues , the unit washes very well and balances the load on its own .",Loud Valves/No Soap Dispenser,2023,12,Product,Costco,water filling valve loud soap dispenser issue unit wash balance load,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,"water filling valves are very loud . no soap dispenser . other than those two issues , the unit washes very well and balances the load on its own .","{'neg': 0.075, 'neu': 0.852, 'pos': 0.073, 'compound': -0.0183}",-0.0183,0.075,0.852,0.073,Neutral
0,100482856,Maytag 7.3 cu. ft. Large Capacity ELECTRIC Dryer with Extra Power Button,https://www.costco.com/maytag-45-cu-ft-washer-and-73-cu-ft-electric-dryer-with-advanced-moisture-sensing-with-storage-pedestals.product.4000326620.html,"this modernlooking unit replaced our 30 yearly maytag electric dryer . does just what its supposed to do dries the clothes nicely , in a reasonable time . the do not wrinkle feature works just fine . if it lasts like a maytag , well never need another dryer .",Happy with our new Maytag,2024,7,Product,Costco,modernlooke unit replace yearly maytag electric suppose dry clothe reasonable time wrinkle feature work last maytag need dryer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral,"this modernlooking unit replaced our 30 yearly maytag electric dryer . does just what its supposed to do dries the clothes nicely , in a reasonable time . the do not wrinkle feature works just fine . if it lasts like a maytag , well never need another dryer .","{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.8074}",0.8074,0.0,0.832,0.168,Positive
